"Meslek","Şehir","Nitelikler"
"Mobil Yazılım Uzmanı","Ankara, Antalya, İstanbul(Avr.), İzmir, Konya, İstanbul(Asya)","GENEL NİTELİKLER VE İŞ TANIMI  Mobil uygulamalarımızda görev yapmak üzere aşağıdaki niteliklere sahip Android / IOS Mobil Yazılım Uzmanı arıyoruz;           Bilgisayar Mühendisliği veya ilgili bölümlerden mezun,  ·       Android ve/veya IOS mobil uygulamaları geliştirme konusunda 2 yıl veya daha fazla deneyim sahibi, ·       Android ve/veya IOS için native uygulamalar geliştirmiş,  ·       Java ve/veya Swift programlama dilinde tecrübeli,  ·       REST mimarisi ve servisleri konusunda bilgi sahibi, ·       Multi-threading programlama konusunda tecrübe sahibi, ·       Nesneye yönelik programlama ve tasarım örüntüleri konularına hakim, ·       Yaygın olarak kullanılan Android, IOS kütüphaneleri ile çalışmış  ·       Gradle, Pod konusunda bilgi ve tecrübe sahibi, ·       SVN, Git gibi versiyon kontrol araçları ile çalışmış,           Mobil uygulama geliştirme konusunda yeni teknolojileri takip eden."
"Bilgi Güvenliği Yönetimi Uzmanı","İstanbul(Avr.)","GENEL NİTELİKLER VE İŞ TANIMI  GENEL NİTELİKLER  Üniversitelerin Elektrik & Elektronik veya Bilgisayar Mühendisliği bölümlerinden mezun, Bilgi Güvenliği alanında az 3 yıl tecrübe sahibi, Güvenlik ürün ve teknolojileri hakkında yönetim seviyesinde bilgi sahibi, (SIEM, DLP, MDM, PAM, Veri Sınıflandırma) Zafiyet inceleme, dokümantasyon, raporlama ve aksiyon takibi konusunda yetkin, Uluslararası bilgi güvenliği standartları, ISO27001 sertifikasyon süreçleri ve KVKK konuları hakkında bilgi sahibi, Bilgi Güvenliği bakış açısıyla risk değerlendirmeleri yapabilen, Saldırı Tespit ve Saldırı Önleme Sistemleri konularında tecrübeli Güçlü iletişim ve problem çözme yeteneğine sahip olan, İyi derecede İngilizce bilen, Erkek adaylar için askerlik görevini tamamlamış.  İŞ TANIMI   Bilgi Güvenliği içerikli güncel teknolojileri takip ederek ve kurum içi gerekli bilgilendirme ve önlemlerin alınması çalışmalarında görev almak, ISO 27001 ve 22301 uluslararası standartları kapsamında Holding Bilgi Güvenliği Yönetim Sistemini (BGYS) ve İş Sürekliliğinin kurulmasına ve yönetilmesine destek vermek, Bilgi Teknolojileri katmanlarının bilgi güvenliği analizlerinin yapılmasına destek vermek, Bilgi Teknolojileri projelerinin BT güvenlik mimarisi açısından değerlendirilmesine destek vermek, Güvenlik sistemlerinin işletiminin güvenlik politika ve prosedürlerine göre yürütülmesini sağlamak amacı ile denetimini yapmak, Merkezi kayıt yönetimi sistemini yönetmek ve bilgi güvenliği ihlal olayı yönetimi için korelasyon araçlarını (SIEM) oluşturmak ve verimli bir şekilde işletmek, Bilgi güvenliği politikaları kapsamında güvenlik test planlarına uygun periyodik olarak güvenlik taraması, sızma ve zafiyet analizi testlerini gerçekleştirmek, bu testlerin sonuçlarına uygun gerekli aksiyonları planlanmasına ve uygulanmasına destek olmak, Çalık Holding genelinde kullanıcılarının bilgi güvenliği farkındalığını arttırmaya yönelik gerekli faaliyetlere destek olmak,"
"Yazılım Geliştirme Uzmanı","İzmir","GENEL NİTELİKLER VE İŞ TANIMI  Yazılım ekibimizde içerisinde görev almak üzere, ekip çalışmasına yatkın, yeni teknolojilere ve gelişmeye açık, analitik sorgulama becerisi yüksek ve yoğun iş temposuna ayak uydurabilecek takım arkadaşları aramaktayız.  Adaylarda Aranan Özellikler:  - Üniversitelerin Bilgisayar Mühendisliği veya benzeri 4 yıllık bölümlerinden mezun, - Mezuniyet sonrası yazılım uzmanı veya benzeri iş deneyimi olan,  - Veritabanı sistemlerine hakim iyi derecede T-SQL  Veya PL/SQL dili bilen , - C#.Net, MVC veya Asp.Net üzerinde ve/veya JavaEE üzerinde tecrübe sahibi, - Web tabanlı uygulama geliştirme konusunda deneyimli (HTML, Java Script), - Tercihen Mobil Uygulama konularında (React Native, Ionic, Flutter, Xamarin vb) herhangi birinde  tecrübeli, - Çok katmanlı uygulama geliştirme mimarilerinde yazılım geliştirme yapmış, - İyi derecede İngilizce bilen. - Müşteri ihtiyaçlarını anlayarak yazılım tasarımını oluşturabilecek ve sorumluluk üstlenebilecek, - Erkek adayların askerliğini tamamlamış veya en az 2 yıl tecilli olması gerekmektedir   İş Tanımı:   Devam eden ve yeni başlayacak olan yazılım projelerinde ve diğer müşteriye özel çözüm geliştirme projelerinde Yazılım Geliştirme Uzmanı olarak görevlendirilecektir. Adayın yetkinliklerine paralel olarak, kişi iş veya süreç analizi, ve yazılım dokümantasyonu alanlarında görevler yapabilir. "
"Yazılım Geliştirme Uzmanı","İstanbul(Asya)(Kadıköy)","GENEL NİTELİKLER VE İŞ TANIMI  Dikkat;   Kriterlere uygun değilseniz lütfen başvurmayınız. Amacımız ""Front End"" tecrübesi olan ve hali hazırda belirtilen teknolojileri kullanan geliştirici takım arkadaşları bulmak. Hassasiyetiniz için şimdiden teşekkür ederiz.   Şirketimizin açtığı tüm ilanlara başvurular da değerlendirmeye alınmayacaktır.  Değerlendirmeler Ağustos ayı içinde tamamlanacak ve 1 Eylül tarihinden itibaren işbaşı yapılacaktır.     GENEL NİTELİKLER VE İŞ TANIMI  Tam zamanlı çalışmaya engeli olmayan, Erkek adaylar için en az 3 sene askerlikten muaf olan Üniversitelerin Bilgisayar Mühendisliği veya benzeri 4 yıllık bölümlerinden mezun, Mezuniyet sonrası minimum 3 yıllık iş deneyimi olan,  Başvuruların aşağıdaki kriterlere uygun olması gerekmektedir  Benzer pozisyonda en az 2 yıl deneyimli, Arayüz geliştirme konusunda tecrübeli, ASP.Net, MVC konusunda deneyimli HTML5, CSS3, JavaScript, JQuery konularında tecrübe sahibi, Angular, Vuejs, REST, Web Servis gibi web teknolojileri/kavramları hakkında bilgi sahibi, Tercihen Telerik-Kendo UI ürünlerini kullanmış,  CSS Framework (Less ya da Sass) konusunda bilgi sahibi, Cross-browser ve Responsive çözümleri konusunda deneyimli, Kullanıcı deneyimi (User Experience) ve Kullanıcı Arayüzü (User Interface) tasarım prensiplerini bilen, Konusu ile ilgili yeni teknolojileri takip eden, Zaman yönetimi konusunda başarılı, verilen işi taahhüt ettiği sürede bitirebilen, bunun gerçekleşmesi için gerekli tedbir ve aksiyonları alabilen, Araştırmayı seven, dijital trendleri yakından takip eden, Analitik düşünme becerisi gelişmiş, sonuç odaklı, problem çözmeyi seven, Sorumluluk ve iş disiplini sahibi.   İŞ TANIMI  Bostancı Köprüsü E-5 Metro Durağı yakınında kurulu olan, sektörünün öncü ürünü PaperWork’ü geliştiren Yazılım Ekibinde yer alacak takım çalışmasına yatkın yazılım geliştirici aranmaktadır."
"GG Soft Yazılım Tic. Ltd. Şti."," "," "
"Yazılım Geliştirme Uzmanı","İzmir","GENEL NİTELİKLER VE İŞ TANIMI  Yazılım ekibimizde içerisinde görev almak üzere, ekip çalışmasına yatkın, yeni teknolojilere ve gelişmeye açık, analitik sorgulama becerisi yüksek ve yoğun iş temposuna ayak uydurabilecek takım arkadaşları aramaktayız.  Adaylarda Aranan Özellikler:  - Üniversitelerin Bilgisayar Mühendisliği veya benzeri 4 yıllık bölümlerinden mezun, - Mezuniyet sonrası yazılım uzmanı veya benzeri iş deneyimi olan,  - Veritabanı sistemlerine hakim iyi derecede T-SQL  Veya PL/SQL dili bilen , - C#.Net, MVC veya Asp.Net üzerinde ve/veya JavaEE üzerinde tecrübe sahibi, - Web tabanlı uygulama geliştirme konusunda deneyimli (HTML, Java Script), - Tercihen Mobil Uygulama konularında (React Native, Ionic, Flutter, Xamarin vb) herhangi birinde  tecrübeli, - Çok katmanlı uygulama geliştirme mimarilerinde yazılım geliştirme yapmış, - İyi derecede İngilizce bilen. - Müşteri ihtiyaçlarını anlayarak yazılım tasarımını oluşturabilecek ve sorumluluk üstlenebilecek, - Erkek adayların askerliğini tamamlamış veya en az 2 yıl tecilli olması gerekmektedir   İş Tanımı:   Devam eden ve yeni başlayacak olan yazılım projelerinde ve diğer müşteriye özel çözüm geliştirme projelerinde Yazılım Geliştirme Uzmanı olarak görevlendirilecektir. Adayın yetkinliklerine paralel olarak, kişi iş veya süreç analizi, ve yazılım dokümantasyonu alanlarında görevler yapabilir. "
".Net Yazılım Uzmanı ","İstanbul(Avr.), İstanbul(Asya)","GENEL NİTELİKLER VE İŞ TANIMI  Teknolojide ilklerin yaratıcısı Hitay Holding bünyesinde faaliyet gösteren Türkiye’nin ilk ve en büyük izinli online araştırma veritabanına sahip DORinsight A.Ş.’nin Genel Merkezinde görevlendirilmek üzere  “.NET Yazılım Uzmanı” arıyor.    Üniversitelerin Bilgisayar Mühendisliği bölümünden mezun, .NET (C#), ASP.NET MVC ile uygulama geliştirmiş ve min. 5 yıl tecrübeli, LINQ,  Entity Framework gibi konularında bilgi sahibi, MSSQL Server konusunda deneyimli, Restful ve/veya SOAP Web servisleri konularında tecrübeli, Nesne Tabanlı Programlama, Katmanlı Mimari konularında tecrübeli, Dizayn Pattern'ler hakkında bilgi sahibi, Windows form ve WPF yapılarında tecrübeli, Tercihen Couchbase, MongoDB ve türevlerinde bilgi sahibi, Tercihen JIRA, TFS, Git kullanmış, Tercihen HTML5, CSS3, JavaScript, JQuery, Bootstrap vb. frameworkler konularında bilgi sahibi, Teknik dökümantasyonu takip edebilecek seviyede ingilizce bilen, İş birimleriyle etkili iletişim kurabilen, çözüm odaklı ve takım çalışmasında uyumlu, Sorumluluk sahibi, proaktif ve sonuç odaklı yaklaşımla çalıştığı işleri baştan sona takip ederek tamamlayan, Erkek adaylar için askerlik hizmetini tamamlamı olan.    İŞ TANIMI  Şirketimizin DORinsight A.Ş. yazılım projelerinde görev yapabilecek "".NET Yazılım Uzmanı""arıyoruz."
"Yazılım Geliştirme Uzmanı","İstanbul(Asya)(Kadıköy)","GENEL NİTELİKLER VE İŞ TANIMI  Dikkat;   Kriterlere uygun değilseniz lütfen başvurmayınız. Amacımız ""Front End"" tecrübesi olan ve hali hazırda belirtilen teknolojileri kullanan geliştirici takım arkadaşları bulmak. Hassasiyetiniz için şimdiden teşekkür ederiz.   Şirketimizin açtığı tüm ilanlara başvurular da değerlendirmeye alınmayacaktır.  Değerlendirmeler Ağustos ayı içinde tamamlanacak ve 1 Eylül tarihinden itibaren işbaşı yapılacaktır.     GENEL NİTELİKLER VE İŞ TANIMI  Tam zamanlı çalışmaya engeli olmayan, Erkek adaylar için en az 3 sene askerlikten muaf olan Üniversitelerin Bilgisayar Mühendisliği veya benzeri 4 yıllık bölümlerinden mezun, Mezuniyet sonrası minimum 3 yıllık iş deneyimi olan,  Başvuruların aşağıdaki kriterlere uygun olması gerekmektedir  Benzer pozisyonda en az 2 yıl deneyimli, Arayüz geliştirme konusunda tecrübeli, ASP.Net, MVC konusunda deneyimli HTML5, CSS3, JavaScript, JQuery konularında tecrübe sahibi, Angular, Vuejs, REST, Web Servis gibi web teknolojileri/kavramları hakkında bilgi sahibi, Tercihen Telerik-Kendo UI ürünlerini kullanmış,  CSS Framework (Less ya da Sass) konusunda bilgi sahibi, Cross-browser ve Responsive çözümleri konusunda deneyimli, Kullanıcı deneyimi (User Experience) ve Kullanıcı Arayüzü (User Interface) tasarım prensiplerini bilen, Konusu ile ilgili yeni teknolojileri takip eden, Zaman yönetimi konusunda başarılı, verilen işi taahhüt ettiği sürede bitirebilen, bunun gerçekleşmesi için gerekli tedbir ve aksiyonları alabilen, Araştırmayı seven, dijital trendleri yakından takip eden, Analitik düşünme becerisi gelişmiş, sonuç odaklı, problem çözmeyi seven, Sorumluluk ve iş disiplini sahibi.   İŞ TANIMI  Bostancı Köprüsü E-5 Metro Durağı yakınında kurulu olan, sektörünün öncü ürünü PaperWork’ü geliştiren Yazılım Ekibinde yer alacak takım çalışmasına yatkın yazılım geliştirici aranmaktadır."
"PL/SQL Developer","İstanbul(Avr.), İstanbul(Asya)","GENEL NİTELİKLER VE İŞ TANIMI  Şirket standartlarına ve en iyi uygulamalara göre, temel iş uygulamalarının geliştirilmesinden ve PL / SQL kullanarak iş gereksinimlerine uygun çözüm sağlanmasından ayrıca SDLC Prosedürlerine ve yazılım mimarisine uygun yazılım geliştirmekten sorumlu olacaktır. Bu rol planlanan proje ve zamanı içerisinde sonuç elde etmek için web geliştirme ve sistem analiz ekiplerine yakın çalışacaktır. Ek olarak müşteri gereksinimlerini doğrulamak, çeşitli teknolojilerle çalışmak, kodlama yapmak, tüm birim test planlarını belgelemek ve yürütmek, geliştirme görevlerini tanımlamak ve yönetmek, test desteği sağlamak, uygulama planlarını belgelemek ve üretim sonrası testleri desteklemekle de bu rolün sorumlulukları arasındadır.      SORUMLULUKLAR  • Temel iş uygulamalarının geliştirilmesi  • Devam eden ve yeni projeler için yazılım geliştirmesi   • Devam eden projeleri desteklemek ve mevcut uygulamaları sürdürmek   • Şirket standartlarına ve en iyi uygulamalara göre geliştirin. İş gereksinimlerini karşılamak için iş analizi ve sistem analizi ekibiyle çalışır      NİTELİKLER  • Üniversitelerin Bilgisayar Mühendisliği veya ilgili alanlarından mezun,   • PL/SQL geliştirmede 5+ yıllık deneyim   • SQL Tuning deneyimi  • PL/SQL, Oracle Forms, Raporlar kullanarak kurumsal bir ortamda tasarım ve geliştirme deneyimi  • Erkek adaylar için askerlik hizmetini tamamlamış veya muaf  • İyi sözlü ve yazılı İngilizce becerileri   • Güçlü analitik beceriler  • NET bilgisi artı olarak değerlendirilecek   • Emeklilik veya Hayat İş deneyimi, bir artı,   • Aynı anda birden fazla görevde rol alabilmek.   • Sistem Geliştirme Yaşam Döngüsü (SDLC) ilkeleri ve Çevik İlkeler hakkında çalışma bilgisi.   • Yazılım geliştirme planlaması ve yaşam döngüsü yönetimi hakkında çalışma bilgisi.   • Farklı bir grupla çalışma yeteneği kanıtlanmış.   • Güvenli yazılım geliştirme deneyimi.   • Test otomasyonu ve test script dosyası oluşturma bilgisi artı bilgi olarak değerlendirilir.    "
"DevOps Engineer","İstanbul(Avr.)(Sarıyer)","GENEL NİTELİKLER VE İŞ TANIMI  Bizimle «Geleceği Tasarla»maya Hazır Mısın?  Teknoloji dünyasında değer yaratma heyecanıyla müşterilerimizin yolunu aydınlatmak üzere 2012 yılında kurulduk.  2017 yılından itibaren AR-Ge merkezi olarak yolumuza devam ederken, insana değer veren, tutkuyla yeni teknolojilerin peşinde koşan, çevik ve güvenilir çalışma kültürümüzle bilişim sektöründe ilklere imza atan şirketlerden biri olmaya devam ediyoruz ve Uygulama Yönetimi ekibimize ""DevOps Engineer"" arıyoruz.  GENEL NİTELİKLER   Üniversitelerin bilgisayar mühendisliği veya benzeri bölümlerinden mezun Minimum 5 yıl bilgi teknolojileri tecrübesi olan ve en az 3 yıl Uygulama, Orta katman, DevOps Uzmanı vb. pozisyonlarda görev almış İyi seviyede İngilizce bilen Yazılım geliştirme yaşam döngüsüne (SDLC) hakim Konteyner mimarilerinden Docker, Kubernetes, OpenShift çözümlerinde deneyimli Azure Devops (VSTS) yönetimi ve entegrasyonları hakkında en az 3 yıl deneyimli Scripting konusunda deneyimli (Shell, bash, PowerShell, Python..) Tercihen IAAS, PAAS konularında deneyimli ELK stack, Redis, Kong, RabbitMQ, Zabbix, Prometheus, Grafana gibi opensource ürünlerde deneyimli Orta Katman ve JVM temel çalışma prensipleri hakkında uzman IIS (.net) yönetimi ve uygulama entegrasyonlarında bilgili Analitik düşünme, problem çözme, iletişim, araştırmacı yetenekleri gelişmiş Kendini geliştirmeye ve sürekli öğrenmeye önem veren İş sorumluluğu konusunda kendisine güvenen ve takım çalışmasına yatkın Askerlik ile ilişiği bulunmayan     GÖREV TANIMI?  Uygulama cluster yapılarının kurulması, yapılandırılması ve devamlılığının sağlanması Uygulamaların deploy edilmesi için CI / CD süreçlerine uygun altyapıların hazırlanması ve yönetilmesi Altyapı sistemlerinin log, performans ve kapasite verilerinin incelenip tanımlanan periyodik kontrollerin yapılması Sorumlu olunan altyapı sistemlerinin izlenmesi ve prosedür, doküman ve raporlarının düzenli olarak üretilmesi "
"ASP.NET Yazılım Uzmanı","İstanbul(Avr.)(Şişli)","GENEL NİTELİKLER VE İŞ TANIMI  Merkezi İstanbul'da bulunan, Kayıtlı Elektronik Posta (KEP) Hizmet Sağlayıcı olarak faaliyet gösteren, KEP hizmetlerinin yanında E-Fatura, E-Defter, E-Arşiv Fatura, E-İmza, E-Saklama, E-Yazışma, KEP-Mutabakat, KEP-Bordro gibi çözüm ve servisleri ile kurumsal ve bireysel müşterilerimize tüm ülke genelinde yaygın hizmet veren kurumumuzun, Yazılım departmanında ürünlerimizin “Geliştirme ve Entegrasyon” süreçlerinde destek olacak aşağıda ki niteliklerde ""ASP.Net Yazılım Uzmanı"" arıyoruz.  Üniversitelerin Bilgisayar Mühendisliği veya benzeri bölümlerinden mezun, En az 2 yıl ASP.NET, MVC, WCF, Entity Framework gibi teknolojilerde deneyimli           .Net Framework ve C# diline hakim, MS-SQL ile çalışmış ve iyi derecede T-SQL bilgisi olan, Soap API, web servisler (JSON, XML), COM bileşenleri konularında deneyimli, Tercihen web tabanlı uygulama geliştirme konusunda deneyimli (AJAX, HTML, Javascript), Analitik düşünme ve etkili iletişim yeteneklerine sahip, Yoğun çalışma temposuna ayak uydurabilen, Gerektiği takdirde müşteri yerinde kurulumlarında görev alabilecek, E-Dönüşüm (e-Fatura, e-Arşiv, e-Defter, e-Bilet, e-Mutabakat, e-Denetleme, KEP gibi) ürünlerinin geliştirilmesinde bulunmaya istekli, Farklı framework ortamlarını araştırma ve öğrenmeye istekli, Mesleki düzeyde İngilizce bilen, Erkek adaylar için askerlik hizmetini tamamlamış.  ASP.Net Yazılım Uzmanı arıyoruz. "
"UI/UX Developer","Manisa","GENEL NİTELİKLER VE İŞ TANIMI  Firmamızın sağlık sektöründeki iştiraki olan ve genomik, biyoenformatik ve yeni nesil dizileme (NGS) veri analizi alanında hizmet veren, konusunda uzman sektör öncülerinden biri olan firmamız Pairend Biyoteknoloji Ltd. Şti. Bünyesinde AR-GE Departmanında istihdam edilmek üzere “ UI/UX Developer“ pozisyonunda değerlendirilmek üzere takım arkadaşları aramaktayız.          Genel Özellikler  Tercihen dört yıllık üniversitelerin bilgisayar mühendisliği bölümünden mezun, Tercihen en az 1-3 yıl iş, 1 yıl sektör tecrübesi olan, Manisa’da veya İzmir'de ikamet eden, Yurt içi ve yurt dışı seyahat engeli olmayan, İngilizce ve tercihen ikinci bir dil bilen (Okuma: İleri, Yazma: İleri, Konuşma: İleri) [Ulusal veya Uluslararası kabul edilen dil belgesi aranmaktadır] Konusunda uzman ekibimiz ile birlikte çalışacak,   Ekip çalışmasına yatkın, gelişime ve yeniliğe açık, Erkek adaylar için askerliğini tamamlamış, Celal Bayar Üniversitesi Teknokent ARGE ofisimizde çalışabilecek adaylar aramaktayız.     Teknik Özellikler    Kullanıcı deneyimini iyileştirmek adına yeni görsel araçları, tasarım elementlerini tasarlamayı ve kodlamayı gerçekleştirebilecek,  HTML, CSS, JavaScript, PHP, Ajax, Jquery konusunda uzman, Adobe (özellikle Illustrator, Photoshop, Premiere Pro), InDesign kullanımı konusunda tecrübeli ,"
"Veri Tabanı Uzmanı","Manisa","GENEL NİTELİKLER VE İŞ TANIMI  Firmamız sağlık sektöründeki iştiraki olan ve genomik, biyoenformatik ve yeni nesil dizileme (NGS) veri analizi alanında hizmet veren, konusunda uzman sektör öncülerinden biri olan Pairend Biyoteknoloji Ltd. Şti. Bünyesinde AR-GE Departmanında istihdam edilmek üzere “Veritabanı Uzmanı“  pozisyonunda değerlendirilmek üzere takım arkadaşları aramaktayız.   Genel Özellikler  Tercihen dört yıllık üniversitelerin bilgisayar mühendisliği bölümünden mezun, Manisa’da veya İzmir'de ikamet eden, Tercihen en az 1-3 yıl iş, 1 yıl sektör tecrübesi olan, Yurt içi ve yurt dışı seyahat engeli olmayan, İngilizce ve tercihen ikinci bir dil bilen (Okuma: İleri, Yazma: İleri, Konuşma: İleri) [Ulusal veya Uluslararası kabul edilen dil belgesi aranmaktadır] Konusunda uzman ekibimiz ile birlikte çalışacak,   Ekip çalışmasına yatkın, gelişime ve yeniliğe açık, Erkek adaylar için askerliğini tamamlamış, Celal Bayar Üniversitesi Teknokent ARGE ofisimizde çalışabilecek adaylar aramaktayız.   Teknik Özellikler  ""Big data” veritabanı yönetim sistemleri (özellikle sql, nosql)ve optimize konfigürasyonlar konusunda deneyimli, Scaling, Sharding, Replication ve Cluster konularında tecrübeli, Python programlama diline yatkın, Bash scripting, Unix ve Unix-benzeri işletim sistemlerinin komut satırı araçlarına (grep, sed, awk vb.) hakim, Veri çekme araçlarına hakim. (curl, Wget gibi)"
"Tecrübeli Yazılım Uzmanı Proje Yöneticisi","Konya, İstanbul(Asya)","GENEL NİTELİKLER VE İŞ TANIMI  Mevcut ve potansiyel projelerimiz için büyümekte olan ekibimize, dinamik, heyecanlı, işi sahiplenecek, kendisine verilen sorumlulukları titizlikle yerine getirecek, bilgili ve kendini geliştirmeye açık tecrübeli “Yazılım Uzmanı ve Proje Yöneticisi” aramaktayız.  Yürütülen projeler için, masaüstü ve web uygulamaları geliştirmek, geliştirilmesini sağlamak Yazılım projelerinde gereksinimleri belirlemek, tasarım ve geliştirme sırasında aktif rol oynamak Sorumluluk sahibi, proje sürecinde zaman yönetiminde özenli ve bu doğrultuda üzerine düşen rolü üstlenmek Proje planı doğrultusunda iş süreçlerini takip etmek İlgili raporlamaları yapmak, yapılmasını sağlamak  Çalışma Yeri  - İstanbul için İstanbul Anadolu yakasında veya Anadolu yakasına yakın ikamet eden  - Konya Teknokent için Konya'da ikamet eden  İstenen Yetenek ve Uzmanlıklar  İstenen Teknik Özellikler  Microsoft.net, Microsoft.net Core, C#, MVC ve Web API teknolojilerinde geliştirme yapabilen, Nesneye Yönelik Programlama deneyimi ve Tasarım Kalıpları bilgisine sahip, Web Programlama konusunda tecrübeli; jQuery, Angular, React, Docker, VueJS gibi JavaScript kütüphaneleri hakkında bilgi sahibi, HTML5, CSS3 ve Javascirpt gibi front-end teknolojileri hakkında bilgi sahibi, MSSql veritabanı tasarım ve uygulama deneyimine sahip, Unit test hakkında bilgi sahibi, Microsoft TFS, git veya bitbucket gibi kod yönetim programları kullanmış ve bilgi sahibi,  İstenen Yetenek ve Uzmanlıklar  Üniversitelerin bilgisayar mühendisliği ve ilgili yüksekokul bölümlerinden mezun, Yazılım&yazılım geliştirme süreçlerinde minumum 5 yıl tecrübeli ve yazılım projelerinde yer almış, proje yönetmiş, TFS konusunda tecrübe sahibi, Yurt dışı bağlantılarla yazışma ve konuşma sürecini yürütecek kadar İngilizce bilen Yazılım geliştirmeyi seven, Hızlı öğrenen, verilen kurallara bağlı yazılım geliştirebilecek, Kendini geliştirmeye istekli, teknolojiyi takip eden ve uygulayan, Takım çalışmasına yatkın ve etkin iletişim becerileri olan Sorumluluk sahibi ve zamanını etkin yöneten Erkek adaylar için askerlik ilişkisi olmayan"
"Sistem ve Network Mühendisi","Ankara","GENEL NİTELİKLER VE İŞ TANIMI  May Siber Teknoloji A.Ş. Ankara ofisinde görevlendirilmek üzere ""Sistem ve Network Mühendisi"" pozisyonunda takım arkadaşları arayışımız bulunmaktadır.     GENEL NİTELİKLER  Tercihen üniversitelerin “Bilgisayar Mühendisliği” bölümlerinden mezun veya bilişim alanında lisans düzeyinde eğitim görmüş, Siber Güvenlik ve Bilgi Güvenliği konuları hakkında bilgi sahibi, Big Data, SIEM ve Log yönetimi konularında en az 1 yıllık deneyime sahip, SIEM kurulumu, yönetimi ve işletimi yetkinliklerine sahip, SIEM odaklı olarak Log inceleme, Log Yönetimi ve Tehdit Analizi/Avcılığı, Regex konularında bilgi ve tecrübe sahibi, Tercihen Elasticsearch hakkında bilgi ve deneyim sahibi, İyi seviyede İngilizce bilgisine sahip, Takım çalışmasına yatkın ve dinamik bir ekibe ayak uydurabilecek, Müşteri ve çözüm odaklı,iletişim ve organizasyon yeteneği güçlü, Erkek adaylar için askerliğini tamamlamış veya en az 2 yıl tecilli,     İŞ TANIMI   May Siber Teknoloji yazılım ürünlerinin kurulması, test ve kalite kontrol sürecine destek verilmesi, Sorumlu olduğu proje ile ilgili süreç iyileştirmesi yapılması ve raporlanması, Profesyonel iş takibi için ServiceDesk benzeri iş takibi çözümlerinin kullanılması  ve çözüm üzerinden düzenli raporlanması, Müşteri geri bildirimlerinin raporlanması, Müşteri ile teknik hizmetler kapsamındaki sürecin takip edilmesi ve yürütülmesi, Gerekli durumlarda müşteride veya eğitim salonlarımızda müşteri eğitimlerinin gerçekleştirilmesi,         "
"Network Mühendisi","İstanbul(Asya)","GENEL NİTELİKLER VE İŞ TANIMI  Uygun adayın sahip olması gereken nitelikler;  Tercihen üniversitelerin, elektrik,  elektronik, haberleşme, bilgisayar mühendisliği veya dengi bölümlerinden mezun Benzer bir pozisyonda en az 3 yıl deneyimli Kendisini yazılı ve sözlü ifade edebilecek düzeyde İngilizce bilgisine sahip, Tercihen Cisco Systems sertifikalarına (CCNA, CCNP gibi) sahip, Network konularına (Routing, Switching, Wireless LAN, Unified Communications,Network Security, Data Center, load balancing) hakim, Network dizaynı yapıp uygulayabilecek, analiz edebilecek ve sistemi iyileştirebilecek, Cisco, Juniper, HP ve benzeri network üreticilerinin ürünlerine hakim, Müşteri odaklı, İletişim becerisi yüksek, Analitik düşünebilen, organizasyon ve planlama yeteneğine sahip, Esnek çalışma saatlerine uyum sağlayabilecek, Askerlikle ilişkisi olmayan, Seyahat engeli olmayan ve aktif araç kullanabilen, İngilizce seviyesini ölçmek için mülakat yapılacaktır.    İŞ TANIMI    SERİ, Bilgi Teknolojileri (BT) alanında, marka bağımsız çözümler sunan önde gelen bir hizmet sağlayıcısıdır. Türkiye’nin tamamını kapsayan yaygın hizmet ağımız ve her biri kendi alanında deneyimli ekiplerimiz ile tüm BT hizmetlerini tek bir noktadan temin etme imkanı sunuyoruz. Yaygınlığımız ve müşteri portföyümüzle ulaştığımız ekonomik ölçek sayesinde, etkin maliyet modeliyle yüksek kaliteli hizmeti uygun fiyatlarla sunabiliyoruz. SERİ, tüm kurumsal firmaların ihtiyacı olan BT hizmetlerinin ana sağlayıcısı olma sorumluluğu ile müşterilerimizin işine değer katan stratejik ortağı olarak konumlanmaktadır.     Network Mühendisinin yerine getirmesi beklenen görevler;  Marka Bağımsız Network ürünlerinin dizaynını, kurulumunu yapmak ve destek vermek, Destek verilen ve kurulumu yapılan network ürünlerinin topolojilerini çizmek, dökümante etmek ve güncel olmasını sağlamak, Gerektiğinde satış öncesi çalışmalara destek vermektir."
